time (UTC),feature_type_instance,latitude (degrees_north),longitude (degrees_east),crs,platform,depth (m),acceleration_x,acceleration_y,acceleration_z,avg_wind_u,avg_wind_v,avg_wind_w,buoyancy_flux,dcl_date_time_string (1),heading,max_acc_x,max_acc_y,max_acc_z,max_heading,max_pitch,max_rate_x,max_rate_y,max_rate_z,max_roll,max_speed_of_sound,max_wind_u,max_wind_v,max_wind_w,min_acc_x,min_acc_y,min_acc_z,min_heading,min_pitch,min_rate_x,min_rate_y,min_rate_z,min_roll,min_speed_of_sound,min_wind_u,min_wind_v,min_wind_w,momentum_flux_uw,momentum_flux_vw,pitch,processing_version,rate_x,rate_y,rate_z,roll,speed_of_sound,start_time,status,std_acc_x,std_acc_y,std_acc_z,std_heading,std_pitch,std_rate_x,std_rate_y,std_rate_z,std_roll,std_speed_of_sound,std_u_corrected,std_v_corrected,std_w_corrected,std_wind_u,std_wind_v,std_wind_w,u_corrected,v_corrected,w_corrected,wave_motion,wind_speed,deploy_id (1)
2024-06-02 00:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.95,-1.92,-3.05,-0.0,2024/06/02 00:21:58.761,1.49,0.49,-0.71,0.5,1.5,-0.48,0.02,0.02,0.03,-0.96,19.04,3.94,-0.09,-1.19,0.48,-0.72,0.49,1.48,-0.48,-0.01,-0.01,-0.0,-0.96,18.53,0.07,-4.01,-4.96,-0.04,-0.0,-0.48,4.0,0.0,0.0,0.01,-0.96,18.72,154.008329,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.55,0.36,0.12,0.51,0.54,0.53,3.72,1.48,0.81,0.05,4.08,D0011
2024-06-02 01:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,0.14,-2.82,-2.23,-0.0,2024/06/02 01:21:58.410,1.53,0.49,-0.71,0.5,1.54,-0.48,0.02,0.02,0.03,-0.96,19.67,1.57,-0.33,-0.27,0.48,-0.72,0.49,1.51,-0.48,-0.01,-0.01,-0.0,-0.96,18.78,-1.3,-4.75,-4.27,-0.03,-0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,19.17,154.049995,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.57,0.16,0.06,0.36,0.79,0.57,3.42,-0.53,0.99,0.04,3.6,D0011
2024-06-02 02:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,0.91,-2.64,-2.76,-0.0,2024/06/02 02:21:58.906,1.51,0.49,-0.71,0.5,1.53,-0.48,0.02,0.02,0.03,-0.96,19.52,2.82,-0.43,-1.13,0.48,-0.72,0.49,1.49,-0.48,-0.01,-0.01,-0.0,-0.96,18.77,-0.72,-4.86,-4.67,-0.03,-0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,19.08,154.091662,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.57,0.31,0.11,0.48,0.71,0.51,3.8,0.28,0.98,0.05,3.93,D0011
2024-06-02 03:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.22,0.67,-0.04,0.01,2024/06/02 03:21:58.787,1.52,0.49,-0.71,0.5,1.53,-0.48,0.02,0.02,0.03,-0.96,19.0,3.55,5.82,3.65,0.48,-0.72,0.49,1.5,-0.48,-0.01,-0.01,-0.0,-0.96,18.25,-0.73,-3.8,-3.26,-0.19,-0.21,-0.48,4.0,0.0,0.0,0.01,-0.96,18.58,154.133329,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.76,0.85,0.23,0.65,1.94,1.54,-0.3,1.36,0.07,0.04,1.4,D0011
2024-06-02 04:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,2.05,2.36,1.07,0.01,2024/06/02 04:21:58.765,1.52,0.5,-0.71,0.5,1.53,-0.48,0.02,0.02,0.02,-0.96,18.95,5.12,6.54,4.46,0.48,-0.72,0.49,1.51,-0.48,-0.01,-0.01,-0.0,-0.96,17.78,-0.39,-1.11,-2.37,-0.3,-0.03,-0.48,4.0,0.0,0.0,0.01,-0.96,18.28,154.174995,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.18,0.84,0.39,0.81,1.11,0.86,-2.12,2.57,-0.16,0.06,3.34,D0011
2024-06-02 05:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,2.26,1.26,-0.43,0.01,2024/06/02 05:21:58.676,1.52,0.49,-0.71,0.5,1.53,-0.48,0.02,0.02,0.02,-0.95,17.32,5.89,4.43,2.6,0.48,-0.72,0.49,1.51,-0.48,-0.01,-0.01,-0.0,-0.96,16.36,-0.44,-1.34,-4.23,-0.08,-0.09,-0.48,4.0,0.0,0.0,0.01,-0.96,16.79,154.216662,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.02,1.27,0.34,0.97,0.82,1.04,-0.24,2.6,-0.02,0.04,2.61,D0011
2024-06-02 06:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,2.7,1.32,-0.7,0.01,2024/06/02 06:21:58.209,1.51,0.5,-0.71,0.5,1.52,-0.48,0.02,0.02,0.03,-0.96,16.19,6.88,4.76,2.64,0.48,-0.72,0.49,1.5,-0.48,-0.01,-0.01,-0.0,-0.96,15.66,0.06,-1.95,-4.67,-0.13,-0.09,-0.48,4.0,0.0,0.0,0.01,-0.96,15.88,154.258329,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.19,1.35,0.43,1.09,0.89,1.15,-0.0,3.1,0.03,0.05,3.1,D0011
2024-06-02 07:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.93,1.26,-0.07,0.01,2024/06/02 07:21:58.426,1.55,0.49,-0.71,0.5,1.56,-0.48,0.02,0.02,0.02,-0.96,16.06,4.91,4.52,2.6,0.48,-0.72,0.49,1.53,-0.48,-0.01,-0.01,-0.0,-0.96,15.62,-0.12,-1.13,-3.25,-0.15,-0.07,-0.48,4.0,0.0,0.0,0.01,-0.96,15.78,154.299995,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.85,0.83,0.32,0.77,0.84,0.82,-0.62,2.23,-0.0,0.04,2.31,D0011
2024-06-02 08:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.72,1.17,0.03,0.01,2024/06/02 08:21:58.083,1.54,0.49,-0.71,0.5,1.55,-0.48,0.02,0.02,0.02,-0.96,15.86,4.02,3.74,3.05,0.48,-0.72,0.49,1.52,-0.48,-0.01,-0.01,-0.0,-0.96,15.48,-0.29,-1.14,-2.53,-0.11,-0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,15.62,154.341662,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.73,0.67,0.26,0.59,0.75,0.75,-0.64,2.0,0.0,0.04,2.1,D0011
2024-06-02 09:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.81,1.43,0.23,0.0,2024/06/02 09:21:58.099,1.53,0.49,-0.71,0.5,1.55,-0.48,0.02,0.02,0.03,-0.96,15.51,3.93,3.92,2.47,0.48,-0.72,0.49,1.48,-0.48,-0.01,-0.01,-0.0,-0.96,15.17,-0.13,-1.27,-1.95,-0.16,-0.03,-0.48,4.0,0.0,0.0,0.01,-0.96,15.31,154.383329,1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.84,0.39,0.23,0.57,0.81,0.58,-0.92,2.13,-0.03,0.04,2.32,D0011
2024-06-02 10:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.63,1.17,0.03,0.01,2024/06/02 10:21:58.034,1.54,0.49,-0.71,0.5,1.55,-0.48,0.02,0.02,0.02,-0.96,15.59,3.84,3.75,2.29,0.48,-0.72,0.49,1.53,-0.48,-0.01,-0.01,-0.0,-0.96,14.87,-0.3,-1.33,-2.2,-0.11,-0.03,-0.48,4.0,0.0,0.0,0.01,-0.96,15.17,154.424995,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.72,0.52,0.21,0.57,0.75,0.66,-0.63,1.9,-0.04,0.05,2.01,D0011
2024-06-02 11:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.06,0.82,0.11,0.04,2024/06/02 11:21:58.711,1.52,0.49,-0.71,0.5,1.56,-0.48,0.02,0.02,0.03,-0.96,16.37,2.67,2.75,1.68,0.48,-0.72,0.49,1.49,-0.49,-0.01,-0.01,-0.0,-0.96,14.92,-0.34,-0.66,-1.39,-0.07,-0.0,-0.48,4.0,0.0,0.0,0.01,-0.96,15.53,154.466662,1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.23,0.55,0.19,0.12,0.41,0.53,0.41,-0.5,1.25,-0.02,0.04,1.34,D0011
2024-06-02 12:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.13,0.6,-0.12,0.03,2024/06/02 12:21:58.453,1.49,0.52,-0.7,0.5,1.5,-0.48,0.02,0.02,0.02,-0.94,18.42,2.86,2.27,1.66,0.48,-0.73,0.49,1.47,-0.51,-0.01,-0.02,-0.01,-0.96,16.06,-0.32,-1.2,-1.76,-0.04,-0.04,-0.49,4.0,0.0,0.0,0.01,-0.96,16.87,154.508329,1,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.39,0.47,0.39,0.11,0.47,0.49,0.56,-0.15,1.26,0.06,0.05,1.27,D0011
2024-06-02 13:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.03,-0.39,-1.06,0.0,2024/06/02 13:21:58.093,1.49,0.49,-0.71,0.5,1.51,-0.48,0.02,0.02,0.02,-0.95,17.98,1.96,0.74,-0.29,0.48,-0.73,0.49,1.47,-0.49,-0.01,-0.02,-0.01,-0.96,17.06,-0.14,-1.46,-1.7,-0.01,-0.01,-0.49,4.0,0.0,0.0,0.01,-0.96,17.48,154.549995,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.25,0.04,0.02,0.34,0.37,0.2,1.18,0.96,0.26,0.07,1.54,D0011
2024-06-02 14:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.02,0.09,-0.74,0.01,2024/06/02 14:21:58.323,1.47,0.5,-0.71,0.5,1.49,-0.48,0.02,0.02,0.02,-0.95,19.4,1.85,0.72,0.14,0.48,-0.73,0.49,1.45,-0.49,-0.01,-0.02,-0.01,-0.96,18.04,0.15,-0.57,-1.54,-0.01,0.0,-0.49,4.0,0.0,0.0,0.01,-0.96,18.55,154.591662,1,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.23,0.23,0.03,0.03,0.22,0.16,0.22,0.67,1.07,0.07,0.47,1.26,D0011
2024-06-02 15:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.7,0.27,-1.08,0.02,2024/06/02 15:21:58.846,1.46,0.5,-0.71,0.5,1.47,-0.48,0.02,0.02,0.02,-0.95,20.52,2.9,1.27,0.16,0.48,-0.73,0.49,1.45,-0.49,-0.01,-0.02,-0.01,-0.96,18.84,0.48,-0.9,-2.25,-0.03,0.01,-0.49,4.0,0.0,0.0,0.01,-0.96,19.51,154.633329,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.26,0.33,0.08,0.06,0.32,0.3,0.32,0.94,1.81,0.1,0.53,2.04,D0011
2024-06-02 16:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,0.75,0.92,0.88,0.03,2024/06/02 16:21:58.341,5.34,0.55,-0.65,0.55,1.54,-0.47,0.03,0.03,0.04,-0.93,20.68,3.71,5.26,5.92,0.43,-0.79,0.44,-2.07,-0.52,-0.02,-0.03,-0.03,-0.99,17.5,-2.83,-1.72,-2.3,-0.08,0.05,-0.49,4.0,0.0,0.0,0.01,-0.95,18.31,154.674995,1,0.02,0.02,0.01,1.16,0.01,0.01,0.01,0.01,0.01,0.69,1.08,1.74,0.55,1.14,1.14,1.69,2.03,0.38,0.14,1.35,2.07,D0011
2024-06-02 17:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.2,1.03,1.88,0.06,2024/06/02 17:21:58.425,5.68,0.58,-0.59,0.58,-0.34,-0.43,0.03,0.03,0.05,-0.9,21.28,3.18,6.09,6.66,0.39,-0.85,0.42,-0.87,-0.53,-0.03,-0.03,-0.03,-0.99,17.68,-3.44,-3.0,-1.73,-0.23,0.14,-0.49,4.0,0.0,0.0,0.01,-0.95,19.29,154.716662,1,0.02,0.03,0.02,0.14,0.01,0.01,0.01,0.01,0.01,0.67,1.25,0.89,0.8,0.84,1.32,1.3,0.89,1.99,0.08,2.86,2.18,D0011
2024-06-02 18:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,0.08,1.61,2.37,0.06,2024/06/02 18:21:58.127,5.82,0.56,-0.58,0.57,-0.32,-0.45,0.04,0.03,0.05,-0.9,19.13,2.91,5.84,5.75,0.4,-0.85,0.41,-0.64,-0.51,-0.03,-0.03,-0.03,-1.0,17.03,-2.7,-2.4,-1.42,-0.28,0.09,-0.48,4.0,0.0,0.0,0.01,-0.96,18.0,154.758329,1,0.02,0.04,0.02,0.06,0.01,0.01,0.01,0.01,0.02,0.37,1.28,0.61,0.76,0.72,1.11,0.98,1.34,2.51,0.05,3.17,2.85,D0011
2024-06-02 19:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,0.07,1.58,1.94,0.02,2024/06/02 19:21:58.647,5.19,0.57,-0.58,0.59,-0.2,-0.43,0.04,0.03,0.05,-0.91,19.37,2.91,5.33,5.34,0.4,-0.86,0.41,-1.34,-0.53,-0.03,-0.03,-0.03,-1.0,16.74,-2.87,-1.77,-1.42,-0.2,0.13,-0.48,4.0,0.0,0.0,0.01,-0.96,18.07,154.799995,1,0.02,0.04,0.02,0.36,0.01,0.01,0.01,0.01,0.02,0.34,1.25,0.82,0.75,0.76,1.19,1.08,2.25,0.71,-0.16,2.8,2.37,D0011
2024-06-02 20:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.22,0.64,0.85,0.0,2024/06/02 20:21:58.849,0.07,0.56,-0.6,0.57,0.21,-0.45,0.04,0.03,0.05,-0.92,17.97,1.45,3.2,2.85,0.4,-0.83,0.42,-0.08,-0.52,-0.03,-0.03,-0.03,-1.0,13.15,-1.85,-1.56,-1.1,-0.11,0.04,-0.48,4.0,0.0,0.0,0.01,-0.96,15.43,154.841662,1,0.02,0.03,0.02,0.05,0.01,0.01,0.01,0.01,0.01,0.76,0.77,0.23,0.25,0.42,0.67,0.51,-0.25,1.05,-0.15,2.05,1.09,D0011
2024-06-02 21:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,0.03,1.12,1.34,0.01,2024/06/02 21:21:57.900,0.07,0.54,-0.68,0.54,0.12,-0.46,0.03,0.02,0.03,-0.95,16.74,1.4,2.92,3.02,0.43,-0.77,0.46,-0.01,-0.5,-0.02,-0.02,-0.01,-0.98,15.22,-1.32,-0.63,-0.49,-0.04,0.02,-0.48,4.0,0.0,0.0,0.01,-0.96,15.8,154.883329,1,0.02,0.01,0.01,0.03,0.0,0.01,0.01,0.01,0.0,0.28,0.59,0.12,0.18,0.34,0.54,0.49,-0.0,1.74,-0.13,0.43,1.75,D0011
2024-06-02 22:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,1.04,1.09,0.42,0.0,2024/06/02 22:21:58.762,0.15,0.54,-0.67,0.53,0.19,-0.44,0.02,0.02,0.03,-0.94,16.38,2.33,2.39,1.78,0.43,-0.77,0.45,0.04,-0.51,-0.01,-0.02,-0.01,-0.98,15.84,-0.56,-0.18,-0.9,0.0,0.0,-0.48,4.0,0.0,0.0,0.01,-0.96,16.06,154.924995,1,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.09,0.41,0.14,0.07,0.41,0.32,0.35,1.06,1.13,-0.08,0.47,1.56,D0011
2024-06-02 23:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,1.57,2.41,1.91,0.02,2024/06/02 23:21:58.805,4.15,0.52,-0.68,0.52,-2.11,-0.46,0.02,0.02,0.03,-0.95,17.03,5.58,6.4,4.73,0.45,-0.76,0.48,-2.17,-0.49,-0.02,-0.02,-0.01,-0.97,16.22,-3.01,-1.87,-0.82,-0.37,0.02,-0.48,4.0,0.0,0.0,0.01,-0.96,16.53,154.966662,1,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.13,1.34,1.29,0.84,1.32,1.33,0.72,1.51,-3.11,-0.03,0.47,3.45,D0011
2024-06-03 00:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,0.28,0.05,-0.28,-0.0,2024/06/03 00:21:57.863,0.09,0.53,-0.68,0.54,0.2,-0.46,0.03,0.02,0.03,-0.94,18.01,1.63,1.74,1.06,0.43,-0.77,0.46,0.0,-0.51,-0.02,-0.02,-0.01,-0.97,17.08,-1.48,-1.44,-1.63,-0.02,0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,17.48,155.008329,1,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.0,0.18,0.35,0.14,0.05,0.45,0.45,0.38,0.38,-0.17,-0.04,0.4,0.41,D0011
2024-06-03 01:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,0.13,-0.34,-0.62,-0.0,2024/06/03 01:21:58.428,0.28,0.56,-0.68,0.53,0.32,-0.45,0.03,0.03,0.03,-0.95,17.91,1.46,0.75,0.38,0.41,-0.77,0.46,0.2,-0.49,-0.02,-0.03,-0.01,-0.98,17.41,-0.97,-1.35,-1.75,-0.0,-0.0,-0.48,4.0,0.0,0.0,0.01,-0.96,17.59,155.049995,1,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.0,0.08,0.31,0.12,0.04,0.35,0.28,0.3,0.34,-0.64,-0.0,0.42,0.73,D0011
2024-06-03 02:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.22,-1.62,-1.56,-0.01,2024/06/03 02:21:58.721,0.31,0.53,-0.68,0.54,0.34,-0.46,0.02,0.02,0.03,-0.95,18.36,1.77,0.29,0.84,0.43,-0.76,0.46,0.28,-0.49,-0.01,-0.02,-0.01,-0.97,17.02,-2.21,-3.63,-3.98,-0.01,-0.02,-0.48,4.0,0.0,0.0,0.01,-0.96,17.48,155.091662,1,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.23,0.72,0.19,0.1,0.51,0.54,0.63,0.28,-2.23,0.29,0.37,2.27,D0011
2024-06-03 03:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,1.25,-0.57,-1.77,-0.02,2024/06/03 03:21:58.275,0.01,0.55,-0.67,0.53,0.04,-0.46,0.03,0.03,0.03,-0.95,17.83,3.15,1.07,-0.12,0.42,-0.76,0.46,-0.02,-0.49,-0.02,-0.02,-0.01,-0.97,17.05,-0.34,-2.32,-3.75,-0.03,-0.0,-0.48,4.0,0.0,0.0,0.01,-0.96,17.36,155.133329,1,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.12,0.52,0.24,0.13,0.54,0.46,0.5,1.38,-1.77,0.14,0.39,2.25,D0011
2024-06-03 04:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,-0.52,-1.87,-1.6,-0.01,2024/06/03 04:21:58.121,0.14,0.55,-0.67,0.54,0.17,-0.47,0.03,0.03,0.03,-0.95,18.49,0.95,-0.24,0.39,0.41,-0.77,0.46,0.11,-0.49,-0.02,-0.02,-0.01,-0.97,17.32,-2.08,-3.54,-3.65,-0.01,-0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,17.86,155.174995,1,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.17,0.54,0.22,0.1,0.39,0.42,0.53,-0.42,-2.47,0.3,0.39,2.52,D0011
2024-06-03 05:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,-0.78,-1.98,-1.53,-0.01,2024/06/03 05:21:58.517,0.09,0.55,-0.68,0.54,0.13,-0.46,0.03,0.02,0.03,-0.94,18.52,0.53,-0.27,0.42,0.43,-0.76,0.46,0.06,-0.49,-0.02,-0.02,-0.01,-0.97,17.47,-2.3,-3.62,-3.5,-0.02,-0.02,-0.48,4.0,0.0,0.0,0.01,-0.96,17.95,155.216662,1,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.16,0.52,0.22,0.11,0.39,0.43,0.54,-0.84,-2.46,0.29,0.41,2.61,D0011
2024-06-03 06:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,-1.83,-2.52,-1.35,-0.01,2024/06/03 06:21:57.822,0.09,0.54,-0.67,0.53,0.11,-0.47,0.02,0.02,0.03,-0.94,19.12,-0.4,-0.77,0.88,0.44,-0.77,0.46,0.06,-0.49,-0.02,-0.02,-0.01,-0.97,17.97,-3.29,-4.26,-3.63,-0.01,-0.0,-0.48,4.0,0.0,0.0,0.01,-0.96,18.47,155.258329,1,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.17,0.52,0.33,0.1,0.42,0.45,0.59,-2.01,-2.72,0.25,0.47,3.39,D0011
2024-06-03 07:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,-2.26,-2.81,-1.35,-0.02,2024/06/03 07:21:58.269,0.09,0.54,-0.68,0.53,0.13,-0.45,0.02,0.03,0.03,-0.94,18.76,-0.28,-1.13,0.89,0.43,-0.76,0.47,0.03,-0.5,-0.02,-0.02,-0.01,-0.97,17.52,-4.27,-4.48,-3.57,-0.03,-0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,18.1,155.299995,1,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.17,0.53,0.32,0.12,0.5,0.45,0.57,-2.47,-2.96,0.26,0.49,3.86,D0011
2024-06-03 08:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,-1.74,-1.46,-0.42,-0.01,2024/06/03 08:21:58.680,0.01,0.55,-0.67,0.54,0.04,-0.46,0.03,0.03,0.03,-0.94,17.98,-0.04,-0.22,1.83,0.42,-0.77,0.46,-0.03,-0.5,-0.02,-0.02,-0.01,-0.98,16.78,-3.83,-2.66,-2.51,-0.0,-0.01,-0.48,4.0,0.0,0.0,0.01,-0.96,17.33,155.341662,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.4,0.33,0.08,0.58,0.34,0.59,-1.97,-1.2,-0.01,0.56,2.31,D0011
2024-06-03 09:21:57+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.49,-0.72,0.5,-0.36,0.78,0.9,-0.02,2024/06/03 09:21:57.924,0.3,0.57,-0.66,0.54,0.5,-0.45,0.03,0.03,0.03,-0.93,17.36,2.46,3.75,3.62,0.41,-0.78,0.45,0.08,-0.53,-0.02,-0.02,-0.01,-0.99,15.95,-3.17,-2.19,-1.71,-0.04,-0.03,-0.48,4.0,0.0,0.0,0.01,-0.96,16.65,155.383329,1,0.02,0.02,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.2,0.81,0.51,0.37,0.73,0.76,0.7,-0.56,1.06,-0.3,0.8,1.24,D0011
2024-06-03 10:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.14,0.84,1.28,0.01,2024/06/03 10:21:58.212,0.44,0.56,-0.66,0.54,0.49,-0.45,0.03,0.03,0.03,-0.94,15.91,1.87,3.96,3.75,0.41,-0.77,0.45,0.41,-0.5,-0.02,-0.02,-0.01,-0.98,15.26,-1.94,-1.38,-0.99,-0.15,0.05,-0.48,4.0,0.0,0.0,0.01,-0.96,15.62,155.424995,1,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.81,0.29,0.36,0.52,0.83,0.63,-0.79,1.33,-0.04,0.73,1.55,D0011
2024-06-03 11:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.44,1.27,1.06,0.01,2024/06/03 11:21:58.550,0.45,0.56,-0.66,0.54,0.51,-0.45,0.03,0.02,0.03,-0.94,16.11,2.54,5.14,4.45,0.41,-0.78,0.46,0.4,-0.51,-0.02,-0.02,-0.01,-0.98,13.9,-3.58,-2.7,-1.73,0.07,-0.07,-0.48,4.0,0.0,0.0,0.01,-0.96,14.78,155.466662,1,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.33,1.09,0.66,0.64,0.8,1.01,0.93,-0.83,1.36,-0.61,0.7,1.7,D0011
2024-06-03 12:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.44,1.09,1.57,0.09,2024/06/03 12:21:58.539,0.44,0.55,-0.66,0.54,0.49,-0.46,0.03,0.03,0.03,-0.94,13.13,3.53,6.23,5.97,0.42,-0.78,0.46,0.4,-0.49,-0.02,-0.02,-0.01,-0.99,11.58,-4.66,-3.94,-2.33,-0.16,-0.11,-0.47,4.0,0.0,0.0,0.01,-0.96,12.27,155.508329,1,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,1.33,1.32,1.07,1.1,1.32,1.13,-1.16,1.54,-0.22,0.83,1.94,D0011
2024-06-03 13:21:58+00:00,gi01sumo,59.998,-39.481,-2147483647,-2147483647,-4.81,0.48,-0.72,0.5,-0.24,0.92,1.28,0.07,2024/06/03 13:21:58.896,0.43,0.55,-0.66,0.54,0.49,-0.46,0.03,0.03,0.03,-0.94,13.37,2.59,4.48,4.36,0.42,-0.79,0.46,0.37,-0.49,-0.02,-0.02,-0.01,-0.98,11.79,-3.01,-1.68,-1.55,-0.09,-0.05,-0.47,4.0,0.0,0.0,0.01,-0.96,12.54,155.549995,1,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.22,0.96,0.49,0.55,0.7,0.91,0.79,-0.83,1.36,-0.16,0.61,1.6,D0011
